review_id,user_suggestion
4561,1
4562,1
4563,1
4564,0
4565,1
4566,0
4567,1
4568,1
4569,1
4570,0
4571,1
4572,0
4573,1
4574,1
4575,1
4576,1
4577,1
4578,1
4579,0
4580,1
4581,1
4582,0
4583,1
4584,1
4585,1
4586,1
4587,1
4588,0
4589,1
4590,0
4591,1
4592,0
4593,1
4594,0
4595,0
4596,1
4597,1
4598,1
4599,1
4600,1
4601,1
4602,0
4603,1
4604,1
4605,1
4606,1
4607,1
4608,1
4609,1
4610,1
4611,1
4612,1
4613,1
4614,0
4615,0
4616,0
4617,1
4618,1
4619,1
4620,0
4621,1
4622,1
4623,1
4624,1
4625,0
4626,0
4627,1
4628,0
4629,1
4630,0
4631,0
4632,1
4633,1
4634,0
4635,1
4636,0
4637,1
4638,0
4639,1
4640,0
4641,0
4642,0
4643,0
4644,0
4645,0
4646,1
4647,0
4648,0
4649,1
4650,0
4651,0
4652,0
4653,1
4654,0
4655,1
4656,1
4657,0
4658,1
4659,1
4660,0
4661,1
4662,1
4663,0
4664,1
4665,1
4666,0
4667,0
4668,1
4669,1
4670,1
4671,1
4672,1
4673,1
4674,0
4675,0
4676,0
4677,1
4678,0
4679,1
4680,1
4681,1
4682,1
4683,1
4684,0
4685,1
4686,1
4687,1
4688,0
4689,1
4690,0
4691,1
4692,0
4693,1
4694,0
4695,1
4696,1
4697,1
4698,0
4699,1
4700,1
4701,0
4702,1
4703,1
4704,0
4705,1
4706,1
4707,1
4708,0
4709,0
4710,1
4711,1
4712,1
4713,1
4714,0
4715,0
4716,0
4717,1
4718,1
4719,1
4720,0
4721,0
4722,0
4723,1
4724,1
4725,1
4726,0
4727,0
4728,1
4729,1
4730,1
4731,0
4732,1
4733,1
4734,0
4735,1
4736,1
4737,1
4738,1
4739,1
4740,1
4741,1
4742,1
4743,1
4744,0
4745,1
4746,1
4747,1
4748,1
4749,1
4750,1
4751,1
4752,1
4753,1
4754,0
4755,1
4756,0
4757,0
4758,1
4759,1
4760,1
4761,1
4762,1
4763,1
4764,1
4765,1
4766,1
4767,1
4768,1
4769,1
4770,1
4771,1
4772,1
4773,1
4774,1
4775,1
4776,1
4777,1
4778,1
4779,0
4780,1
4781,1
4782,1
4783,1
4784,1
4785,1
4786,1
4787,1
4788,1
4789,0
4790,1
4791,0
4792,1
4793,1
4794,1
4795,0
4796,0
4797,0
4798,1
4799,0
4800,0
4801,1
4802,1
4803,0
4804,0
4805,0
4806,0
4807,0
4808,1
4809,0
4810,0
4811,0
4812,0
4813,0
4814,0
4815,1
4816,1
4817,1
4818,0
4819,1
4820,0
4821,1
4822,0
4823,0
4824,0
4825,1
4826,1
4827,0
4828,0
4829,1
4830,0
4831,0
4832,1
4833,1
4834,0
4835,1
4836,0
4837,0
4838,1
4839,1
4840,1
4841,1
4842,0
4843,1
4844,0
4845,0
4846,0
4847,1
4848,0
4849,0
4850,1
4851,0
4852,0
4853,1
4854,0
4855,0
4856,0
4857,0
4858,0
4859,1
4860,0
4861,1
4862,1
4863,1
4864,1
4865,0
4866,1
4867,1
4868,1
4869,0
4870,1
4871,1
4872,1
4873,1
4874,1
4875,1
4876,1
4877,1
4878,1
4879,0
4880,1
4881,0
4882,1
4883,1
4884,1
4885,1
4886,1
4887,1
4888,1
4889,1
4890,0
4891,1
4892,1
4893,1
4894,1
4895,1
4896,0
4897,1
4898,0
4899,0
4900,1
4901,0
4902,0
4903,0
4904,1
4905,0
4906,1
4907,0
4908,0
4909,1
4910,0
4911,1
4912,1
4913,1
4914,1
4915,1
4916,1
4917,1
4918,1
4919,1
4920,1
4921,1
4922,1
4923,1
4924,1
4925,1
4926,1
4927,0
4928,1
4929,0
4930,1
4931,0
4932,1
4933,1
4934,1
4935,1
4936,1
4937,1
4938,0
4939,1
4940,1
4941,1
4942,1
4943,1
4944,1
4945,1
4946,1
4947,1
4948,1
4949,0
4950,1
4951,1
4952,1
4953,1
4954,1
4955,1
4956,1
4957,1
4958,1
4959,1
4960,1
4961,0
4962,1
4963,1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,1
4970,0
4971,1
4972,1
4973,1
4974,1
4975,1
4976,1
4977,0
4978,0
4979,1
4980,1
4981,1
4982,0
4983,1
4984,0
4985,1
4986,0
4987,1
4988,1
4989,1
4990,0
4991,1
4992,1
4993,0
4994,0
4995,0
4996,1
4997,1
4998,1
4999,1
5000,0
5001,0
5002,1
5003,1
5004,1
5005,1
5006,1
5007,1
5008,0
5009,1
5010,0
5011,1
5012,0
5013,0
5014,1
5015,0
5016,1
5017,0
5018,0
5019,0
5020,1
5021,0
5022,1
5023,1
5024,1
5025,0
5026,0
5027,1
5028,0
5029,0
5030,1
5031,0
5032,1
5033,0
5034,1
5035,0
5036,1
5037,0
5038,1
5039,0
5040,1
5041,0
5042,0
5043,1
5044,1
5045,1
5046,1
5047,1
5048,1
5049,0
5050,0
5051,0
5052,1
5053,0
5054,1
5055,0
5056,0
5057,1
5058,1
5059,1
5060,1
5061,0
5062,1
5063,1
5064,1
5065,0
5066,1
5067,0
5068,1
5069,0
5070,0
5071,1
5072,1
5073,1
5074,1
5075,1
5076,0
5077,1
5078,1
5079,1
5080,1
5081,0
5082,1
5083,1
5084,1
5085,1
5086,1
5087,1
5088,1
5089,1
5090,1
5091,1
5092,1
5093,1
5094,1
5095,1
5096,0
5097,1
5098,1
5099,1
5100,1
5101,1
5102,1
5103,1
5104,1
5105,1
5106,1
5107,1
5108,1
5109,1
5110,1
5111,1
5112,1
5113,1
5114,1
5115,1
5116,1
5117,1
5118,1
5119,1
5120,1
5121,1
5122,0
5123,1
5124,1
5125,1
5126,1
5127,1
5128,1
5129,1
5130,1
5131,1
5132,1
5133,1
5134,1
5135,1
5136,1
5137,1
5138,1
5139,1
5140,1
5141,0
5142,1
5143,1
5144,0
5145,1
5146,1
5147,1
5148,1
5149,1
5150,1
5151,1
5152,1
5153,1
5154,1
5155,1
5156,1
5157,1
5158,1
5159,1
5160,1
5161,1
5162,1
5163,1
5164,1
5165,1
5166,1
5167,1
5168,1
5169,1
5170,1
5171,1
5172,1
5173,1
5174,1
5175,1
5176,1
5177,1
5178,1
5179,1
5180,1
5181,0
5182,1
5183,1
5184,1
5185,1
5186,1
5187,0
5188,1
5189,1
5190,1
5191,1
5192,1
5193,1
5194,1
5195,0
5196,0
5197,1
5198,0
5199,1
5200,0
5201,1
5202,0
5203,1
5204,1
5205,0
5206,1
5207,1
5208,1
5209,1
5210,1
5211,1
5212,1
5213,1
5214,1
5215,1
5216,1
5217,1
5218,1
5219,0
5220,0
5221,1
5222,1
5223,0
5224,0
5225,1
5226,1
5227,1
5228,1
5229,0
5230,1
5231,0
5232,0
5233,1
5234,0
5235,1
5236,1
5237,1
5238,1
5239,1
5240,1
5241,1
5242,1
5243,1
5244,1
5245,1
5246,1
5247,1
5248,1
5249,1
5250,1
5251,1
5252,1
5253,1
5254,1
5255,1
5256,1
5257,1
5258,1
5259,0
5260,1
5261,1
5262,1
5263,1
5264,1
5265,1
5266,1
5267,1
5268,1
5269,1
5270,0
5271,0
5272,1
5273,1
5274,1
5275,1
5276,1
5277,1
5278,1
5279,1
5280,1
5281,1
5282,0
5283,1
5284,1
5285,1
5286,1
5287,1
5288,1
5289,1
5290,0
5291,1
5292,1
5293,1
5294,1
5295,1
5296,1
5297,1
5298,0
5299,0
5300,1
5301,1
5302,1
5303,1
5304,1
5305,1
5306,1
5307,1
5308,1
5309,0
5310,1
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,1
5318,1
5319,1
5320,1
5321,1
5322,0
5323,1
5324,1
5325,0
5326,1
5327,0
5328,1
5329,1
5330,0
5331,1
5332,0
5333,1
5334,1
5335,0
5336,1
5337,1
5338,0
5339,1
5340,1
5341,0
5342,1
5343,1
5344,1
5345,1
5346,1
5347,1
5348,0
5349,1
5350,1
5351,1
5352,1
5353,1
5354,1
5355,1
5356,1
5357,1
5358,1
5359,1
5360,1
5361,1
5362,0
5363,1
5364,1
5365,1
5366,0
5367,0
5368,1
5369,1
5370,1
5371,1
5372,0
5373,0
5374,1
5375,1
5376,1
5377,1
5378,0
5379,1
5380,0
5381,1
5382,1
5383,1
5384,1
5385,0
5386,0
5387,1
5388,1
5389,0
5390,0
5391,0
5392,1
5393,1
5394,1
5395,1
5396,1
5397,1
5398,1
5399,1
5400,1
5401,1
5402,1
5403,1
5404,0
5405,0
5406,1
5407,0
5408,1
5409,1
5410,1
5411,1
5412,1
5413,0
5414,1
5415,1
5416,0
5417,0
5418,0
5419,1
5420,0
5421,1
5422,0
5423,1
5424,1
5425,0
5426,1
5427,1
5428,1
5429,1
5430,1
5431,1
5432,0
5433,1
5434,1
5435,1
5436,0
5437,0
5438,1
5439,0
5440,1
5441,1
5442,1
5443,1
5444,1
5445,1
5446,1
5447,0
5448,1
5449,1
5450,0
5451,1
5452,1
5453,1
5454,0
5455,0
5456,1
5457,0
5458,0
5459,0
5460,1
5461,1
5462,1
5463,1
5464,1
5465,1
5466,1
5467,1
5468,1
5469,1
5470,0
5471,1
5472,0
5473,1
5474,1
5475,1
5476,0
5477,1
5478,0
5878,0
5879,1
5880,0
5881,0
5882,0
5883,0
5884,0
5885,0
5886,0
5887,0
5888,0
5889,1
5890,1
5891,0
5892,0
5893,0
5894,0
5895,0
5896,0
5897,0
5898,1
5899,0
5900,1
5901,1
5902,1
5903,1
5904,1
5905,0
5906,0
5907,0
5908,1
5909,1
5910,1
5911,0
5912,0
5913,1
5914,0
5915,1
5916,1
5917,1
5918,1
5919,0
5920,1
5921,0
5922,1
5923,0
5924,1
5925,0
5926,1
5927,1
5928,1
5929,0
5930,0
5931,0
5932,1
5933,1
5934,0
5935,1
5936,1
5937,0
5938,1
5939,1
5940,1
5941,0
5942,1
5943,0
5944,1
5945,0
5946,0
5947,1
5948,0
5949,0
5950,0
5951,0
5952,1
5953,1
5954,1
5955,1
5956,0
5957,0
5958,0
5959,1
5960,1
5961,1
5962,0
5963,1
5964,1
5965,0
5966,1
5967,1
5968,0
5969,1
5970,1
5971,0
5972,0
5973,0
5974,1
5975,0
5976,0
5977,1
5978,1
5979,0
5980,1
5981,0
5982,1
5983,1
5984,0
5985,0
5986,1
5987,1
5988,1
5989,0
5990,1
5991,0
5992,0
5993,1
5994,1
5995,1
5996,0
5997,0
5998,1
5999,0
6000,1
6001,0
6002,0
6003,0
6004,1
6005,0
6006,1
6007,1
6008,0
6009,0
6010,1
6011,1
6012,0
6013,0
6014,1
6015,0
6016,0
6017,1
6018,1
6019,1
6020,0
6021,1
6022,1
6023,0
6024,0
6025,1
6026,1
6027,0
6028,1
6029,0
6030,0
6031,1
6032,1
6033,0
6034,0
6035,0
6036,1
6037,0
6038,1
6039,1
6040,0
6041,0
6042,0
6043,1
6044,0
6045,0
6046,1
6047,1
6048,0
6049,1
6050,0
6051,0
6052,1
6053,1
6054,0
6055,0
6056,0
6057,1
6058,0
6059,1
6060,1
6061,0
6062,1
6063,1
6064,0
6065,0
6066,0
6067,1
6068,0
6069,0
6070,1
6071,0
6072,1
6073,1
6074,0
6075,0
6076,1
6077,1
6078,0
6079,1
6080,0
6081,0
6082,0
6083,1
6084,0
6085,1
6086,1
6087,1
6088,0
6089,0
6090,0
6091,0
6092,1
6093,0
6094,1
6095,1
6096,1
6097,0
6098,1
6099,1
6100,0
6101,1
6102,1
6103,1
6104,1
6105,0
6106,1
6107,1
6108,0
6109,0
6110,1
6111,1
6112,0
6113,1
6114,1
6115,0
6116,1
6117,0
6118,0
6119,1
6120,1
6121,0
6122,0
6123,0
6124,1
6125,0
6126,1
6127,0
6128,1
6129,1
6130,1
6131,0
6132,1
6133,0
6134,1
6135,1
6136,0
6137,0
6138,0
6139,1
6140,1
6141,0
6142,1
6143,1
6144,1
6145,0
6146,0
6147,0
6148,1
6149,1
6150,1
6151,1
6152,1
6153,1
6154,0
6155,0
6156,0
6157,0
6158,1
6159,0
6160,1
6161,1
6162,1
6163,0
6164,0
6165,1
6166,0
6167,1
6168,0
6169,0
6170,1
6171,1
6172,0
6173,1
6174,0
6175,0
6176,1
6177,1
6178,1
6179,1
6180,1
6181,1
6182,1
6183,1
6184,1
6185,1
6186,1
6187,0
6188,0
6189,0
6190,1
6191,1
6192,0
6193,1
6194,0
6195,1
6196,1
6197,0
6198,0
6199,0
6200,1
6201,0
6202,0
6203,0
6204,1
6205,1
6206,0
6207,1
6208,1
6209,1
6210,1
6211,1
6212,0
6213,1
6214,1
6215,1
6216,0
6217,1
6218,0
6219,1
6220,1
6221,1
6222,1
6223,1
6224,0
6225,0
6226,0
6227,1
6228,1
6229,1
6230,1
6231,0
6232,1
6233,0
6234,1
6235,1
6236,1
6237,1
6238,1
6239,1
6240,1
6241,1
6242,1
6243,1
6244,1
6245,1
6246,1
6247,1
6248,1
6249,1
6250,0
6251,0
6252,1
6253,1
6254,0
6255,1
6256,0
6257,1
6258,0
6259,0
6260,1
6261,1
6262,1
6263,0
6264,0
6265,0
6266,0
6267,0
6268,0
6269,0
6270,0
6271,1
6272,1
6273,1
6274,1
6275,1
6276,0
6277,1
6278,1
6279,1
6280,0
6281,0
6282,1
6283,1
6284,1
6285,0
6286,0
6287,1
6288,0
6289,1
6290,1
6291,1
6292,1
6293,1
6294,0
6295,1
6296,1
6297,1
6298,1
6299,0
6300,1
6301,0
6302,1
6303,0
6304,1
6305,1
6306,0
6307,1
6308,1
6309,1
6310,0
6311,0
6312,0
6313,1
6314,1
6315,0
6316,1
6317,0
6318,1
6319,1
6320,0
6321,0
6322,0
6323,1
6324,1
6325,1
6326,1
6327,0
6328,0
6329,1
6330,1
6331,0
6332,1
6333,1
6334,1
6335,0
6336,1
6337,1
6338,0
6339,1
6340,1
6341,0
6342,1
6343,1
6344,0
6345,1
6346,1
6347,1
6348,1
6349,1
6350,1
6351,1
6352,1
6353,1
6354,1
6355,1
6356,1
6357,1
6358,1
6359,1
6360,0
6361,1
6362,1
6363,0
6364,1
6365,1
6366,0
6367,0
6368,1
6369,1
6370,1
6371,1
6372,1
6373,1
6374,1
6375,1
6376,1
6377,1
6378,1
6379,1
6380,1
6381,1
6382,0
6383,1
6384,0
6385,0
6386,1
6387,1
6388,1
6389,1
6390,1
6391,0
6392,0
6393,0
6394,0
6395,1
6396,1
6397,1
6398,0
6399,0
6400,1
6401,1
6402,0
6403,0
6404,1
6405,1
6406,0
7598,0
7599,1
7600,1
7601,1
7602,0
7603,1
7604,1
7605,1
7606,1
7607,0
7608,1
7609,0
7610,1
7611,1
7612,1
7613,1
7614,1
7615,1
7616,1
7617,1
7618,1
7619,1
7620,0
7621,1
7622,1
7623,1
7624,1
7625,1
7626,1
7627,1
7628,1
7629,1
7630,1
7631,1
7632,1
7633,1
7634,1
7635,1
7636,1
7637,1
7638,1
7639,1
7640,1
7641,1
7642,1
7643,0
7644,1
7645,1
7646,1
7647,1
7648,1
7649,1
7650,1
7651,1
7652,0
7653,1
7654,0
7655,0
7656,1
7657,1
7658,1
7659,0
7660,1
7661,1
7662,1
7663,1
7664,1
7665,1
7666,0
7667,0
7668,0
7669,1
7670,1
7671,1
7672,1
7673,0
7674,0
7675,0
7676,0
7677,1
7678,1
7679,0
7680,1
7681,1
7682,1
7683,0
7684,1
7685,1
7686,0
7687,0
7688,0
7689,1
7690,1
7691,1
7692,0
7693,1
7694,0
7695,1
7696,1
7697,1
7698,1
7699,1
7700,1
7701,1
7702,0
7703,1
7704,0
7705,1
7706,0
7707,1
7708,0
7709,1
7710,1
7711,1
7712,1
7713,0
7714,0
7715,1
7716,1
7717,1
7718,1
7719,1
7720,1
7721,1
7722,1
7723,1
7724,1
7725,1
7726,0
7727,1
7728,1
7729,1
7730,1
7731,1
7732,1
7733,1
7734,1
7735,1
7736,0
7737,1
7738,1
7739,1
7740,1
7741,1
7742,0
7743,1
7744,0
7745,0
7746,1
7747,0
7748,1
7749,1
7750,0
7751,1
7752,0
7753,0
7754,1
7755,0
7756,0
7757,0
7758,0
7759,0
7760,1
7761,1
7762,0
7763,1
7764,0
7765,0
7766,0
7767,1
7768,0
7769,0
7770,0
7771,0
7772,0
7773,0
7774,1
7775,1
7776,0
7777,1
7778,0
7779,1
7780,1
7781,1
7782,1
7783,0
7784,1
7785,0
7786,0
7787,0
7788,1
7789,1
7790,1
7791,1
7792,0
7793,0
7794,1
7795,1
7796,1
7797,1
7798,1
7799,0
7800,1
7801,1
7802,0
7803,1
7804,0
7805,1
7806,1
7807,1
7808,0
7809,1
7810,1
7811,1
7812,1
7813,1
7814,1
7815,1
7816,1
7817,1
7818,1
7819,1
7820,0
7821,1
7822,1
7823,1
7824,1
7825,1
7826,1
7827,1
7828,1
7829,1
7830,1
7831,1
7832,0
7833,1
7834,1
7835,0
7836,1
7837,1
7838,1
7839,1
7840,1
7841,1
7842,0
7843,1
7844,1
7845,1
7846,1
7847,1
7848,1
7849,1
7850,1
7851,1
7852,1
7853,1
7854,1
7855,1
7856,1
7857,1
7858,1
7859,1
7860,1
7861,1
7862,1
7863,1
7864,1
7865,0
7866,1
7867,0
7868,1
7869,1
7870,1
7871,1
7872,0
7873,1
7874,1
7875,1
7876,1
7877,1
7878,0
7879,1
7880,1
7881,1
7882,1
7883,0
7884,1
7885,1
7886,1
7887,1
7888,1
7889,1
7890,0
7891,1
7892,1
7893,1
7894,1
7895,1
7896,1
7897,1
7898,1
7899,1
7900,1
7901,1
7902,0
7903,1
7904,1
7905,1
7906,0
7907,0
7908,1
7909,1
7910,1
7911,0
7912,1
7913,1
7914,1
7915,1
7916,0
7917,1
7918,1
7919,1
7920,1
7921,1
7922,1
7923,1
7924,1
7925,1
7926,1
7927,0
7928,1
7929,1
7930,1
7931,0
7932,1
7933,1
7934,1
7935,1
7936,1
7937,1
7938,1
7939,1
7940,1
7941,1
7942,1
7943,1
7944,1
7945,1
7946,1
7947,1
7948,1
7949,1
7950,1
7951,1
7952,1
7953,1
7954,1
7955,1
7956,1
7957,1
7958,0
7959,1
7960,0
7961,1
7962,0
7963,1
7964,1
7965,1
7966,1
7967,1
7968,1
7969,1
7970,0
7971,1
7972,0
7973,1
7974,1
7975,0
7976,0
7977,1
7978,0
7979,0
7980,1
7981,0
7982,0
7983,1
7984,1
7985,0
7986,1
7987,0
7988,0
7989,1
7990,1
7991,1
7992,1
7993,1
7994,1
7995,1
7996,1
7997,1
7998,1
7999,0
8000,1
8001,1
8002,0
8003,1
8004,1
8005,0
8006,0
8007,1
8008,1
8009,1
8010,1
8011,0
8012,1
8013,0
8014,0
8015,1
8016,0
8017,0
8018,1
8019,1
8020,1
8021,0
8022,0
8023,1
8024,1
8025,0
8026,1
8027,1
8028,1
8029,0
8030,0
8031,0
8032,1
8033,1
8034,0
8035,1
8036,1
8037,0
8038,1
8039,1
8040,1
8041,0
8042,0
8043,1
8044,1
8045,1
8046,1
8047,1
9846,0
9847,0
9848,1
9849,1
9850,0
9851,0
9852,0
9853,0
9854,0
9855,0
9856,1
9857,0
9858,1
9859,1
9860,0
9861,0
9862,0
9863,0
9864,1
9865,1
9866,0
9867,1
9868,0
9869,0
9870,0
9871,1
9872,1
9873,0
9874,0
9875,1
9876,1
9877,0
9878,0
9879,0
9880,1
9881,1
9882,1
9883,0
9884,0
9885,1
9886,1
9887,0
9888,1
9889,0
9890,1
9891,1
9892,1
9893,0
9894,0
9895,0
9896,1
9897,0
9898,0
9899,0
9900,0
9901,0
9902,0
9903,1
9904,0
9905,1
9906,0
9907,0
9908,1
9909,0
9910,0
9911,1
9912,0
9913,0
9914,0
9915,0
9916,0
9917,1
9918,1
9919,1
9920,0
9921,0
9922,0
9923,0
9924,0
9925,0
9926,0
9927,1
9928,0
9929,1
9930,1
9931,1
9932,0
9933,0
9934,1
9935,1
9936,1
9937,0
9938,1
9939,1
9940,0
9941,1
9942,0
9943,1
9944,0
9945,1
9946,0
9947,0
9948,0
9949,1
9950,0
9951,1
9952,0
9953,0
9954,0
9955,0
9956,1
9957,0
9958,0
9959,1
9960,0
9961,0
9962,0
9963,0
9964,0
9965,1
9966,0
9967,1
9968,0
9969,0
9970,0
9971,1
9972,1
9973,0
9974,0
9975,0
9976,1
9977,1
9978,0
9979,1
9980,0
9981,0
9982,1
9983,1
9984,0
9985,1
9986,0
9987,1
9988,0
9989,1
9990,0
9991,1
9992,1
9993,0
9994,1
9995,0
9996,1
9997,0
9998,0
9999,1
10000,1
10001,1
10002,1
10003,1
10004,1
10005,0
10006,0
10007,0
10008,1
10009,1
10010,0
10011,0
10012,1
10013,1
10014,0
10015,1
10016,1
10017,1
10018,1
10019,0
10020,1
10021,0
10022,0
10023,1
10024,0
10025,0
10026,0
10027,1
10028,0
10029,1
10030,0
10031,0
10032,0
10033,1
10034,0
10035,1
10036,0
10037,0
10038,1
10039,1
10040,1
10041,1
10042,0
10043,1
10044,0
10045,1
10046,0
10047,1
10048,1
10049,0
10050,1
10051,1
10052,1
10053,1
10054,0
10055,1
10056,1
10057,1
10058,0
10059,0
10060,0
10061,1
10062,1
10063,0
10064,1
10065,0
10066,0
10067,1
10068,1
10069,0
10070,0
10071,1
10072,1
10073,1
10074,0
10075,1
10076,1
10077,0
10078,1
10079,0
10080,0
10081,1
10082,1
10083,0
10084,0
10085,1
10086,0
10087,0
10088,0
10089,0
10090,0
10091,0
10092,0
10093,0
10094,1
10095,1
10096,0
10097,0
10098,0
10099,0
10100,1
10101,0
10102,1
10103,0
10104,1
10105,0
10106,1
10107,0
10108,1
10109,0
10110,0
10111,1
10112,1
10113,0
10114,0
10115,0
10116,1
10117,1
10118,1
10119,1
10120,0
10121,1
10122,0
10123,1
10124,1
10125,1
10126,1
10127,1
10128,1
10129,0
10130,0
10131,1
10132,0
10133,1
10134,1
10135,1
10136,0
10137,1
10138,1
10139,1
10140,0
10141,1
10142,0
10143,1
10144,0
10145,1
10146,0
10147,0
10148,1
10149,0
10150,0
10151,0
10152,1
10153,1
10154,0
10155,1
10156,1
10157,1
10158,1
10159,0
10160,0
10161,0
10162,1
10163,0
10164,0
10165,1
10166,1
10167,0
10168,1
10169,1
10170,1
10171,0
10172,0
10173,0
10174,0
10175,1
10176,0
10177,1
10178,0
10179,0
10180,0
10181,1
10182,1
10183,1
10184,1
10185,0
10186,1
10187,1
10188,1
10189,1
10190,0
10191,0
10192,1
10193,0
10194,1
10195,1
10196,0
10197,0
10198,0
10199,1
10200,1
10201,1
10202,0
10203,1
10204,0
10205,1
10206,1
10207,1
10208,1
10209,1
10210,1
10211,1
10212,0
10213,0
10214,0
10215,1
10216,1
10217,1
10218,1
10219,1
10220,1
10221,1
10222,1
10223,0
10224,0
10225,1
10226,1
10227,1
10228,1
10229,0
10230,0
10231,1
10232,0
10233,0
10234,0
10235,1
10236,1
10237,1
10238,1
10239,0
10240,1
10241,0
10242,1
10243,0
10244,0
10245,1
10246,1
10247,0
10248,0
10249,1
10250,0
10251,0
10252,1
10253,0
10254,1
10255,1
10256,1
10257,1
10258,1
10259,1
10260,1
10261,1
10262,0
10263,0
10264,1
10265,0
10266,0
